308645983024185344,"('manhattan, ny', 'united states')",long island,"[40.7401367, -73.9836045]",none,,jonliii,@double_excel @_iamnotjulian at least she has nice handwriting,happy
308645984425103360,"('hickman, ky', 'united states')",hickman ky,"[36.56915129, -89.18359626]",none,,mzperfect_26,headed to work bumpin wale bad!!!!,happy
308645984488009728,"('melbourne, fl', 'united states')",florida,"[28.0891665, -80.6499365]",quito,,chick_in_kicks,i can't believe they cured a two year old of hiv.. that's crazy,sad
308645983925985280,"('cornwall, cornwall', 'united kingdom')","falmouth, cornwall","[50.15926908, -5.07647084]",london,,beau_conor_x,@jack_maynard23 bit tired are we jack?? ;) haha!! x http://t.co/a8iuqf7ybr,calm
308645984920031232,"('north pinal, az', 'united states')",,"[33.17228914, -111.57441862]",none,,hauserjake,let me see that ass.,angry
308645984945205248,"('paradise, nv', 'united states')","baltimore, md","[36.11336175, -115.17067665]",eastern time (us & canada),"['acpa14', 'acpa13', 'reinvent']",jongilmorejr,continuing exciting discussion on #acpa14 at #acpa13 #reinvent,happy
308645985335263232,"('tallahassee northwest, fl', 'united states')",tallahassee,"[30.46181117, -84.31601912]",central time (us & canada),,mrn0days0ff,@beautyin_hd lol every word in that song describes me,happy
308645985477873664,"('highland, highland', 'united kingdom')",the shire,"[57.33840494, -3.54554828]",edinburgh,,destiel5ver,courtney can u not,calm
308645985641447424,"('whataburger, dallas', 'united states')","dallas, tx","[32.911153, -96.767717]",central time (us & canada),,i_know_this_guy,some grub before my test today! (@ whataburger) http://t.co/pfw5azqh0e,sad
308645984429289472,"('albuquerque, nm', 'united states')",i live in the backyard. ,"[35.047298, -106.723483]",none,['newbff'],tlcklez,"""who needs eyes?   i can see with my heart"" -ramona a.k.a clifford the big red dog #newbff http://t.co/khpzykszdh",happy
308645988762021889,"('chicago, il', 'united states')",chicago via ann arbor,"[41.74542984, -87.64787385]",mountain time (us & canada),,tochellwithit,@micvittorio lol i'm in my bed recovering!,happy
308645988602626049,"('chocolay, mi', 'united states')",escanaba michigan,"[46.43288573, -87.27176083]",eastern time (us & canada),,thefakemiller,cash in the safe no more pressure,sad
308645988896223233,"('bolton, bolton', 'united kingdom')",bolton,"[53.6198394, -2.41760376]",none,"['rovers', 'brfc']",mani13963,@roversnumber9 ...i'm gonna be controversial here and predict that etuhu will not only stay but do well under appy! #rovers #brfc,sad
308645989101744128,"('montebello, ny', 'united states')",behind the lens of a camera,"[41.1308702, -74.13436412]",eastern time (us & canada),"['goodtimes', 'highschoolmemories']",allieterrace77,taking stroll down memory road. listening to floral terrace. #goodtimes #highschoolmemories.,happy
308645989374377984,"('fife, fife', 'united kingdom')","scotland, united kingdom","[56.06717393, -3.45428662]",edinburgh,,davidceetee,@natasha666x i know &amp; i love the place! totes depressed me! 5 hours traveling and first thing i go for is that&amp; look what happens :( xxxxxx,sad
308645989391159296,"('pennsylvania, us', 'united states')",shippensburg university,"[40.057289, -77.5248855]",none,,kyle2me,sideline reporting for sutv for the millersville @ ship playoff game tomorrow night. check my next tweet for the link. tune in at 7 p.m.,angry
308645989412126720,"('minneola, fl', 'united states')","orlando, florida","[28.58202911, -81.73063773]",none,,catherinecargil,@brandidelong240 @officialr5 when ya going to see them? :),sad
308645989940621312,"('chesapeake, va', 'united states')",proposing to @rihanna,"[36.83736742, -76.42210543]",quito,,yeaathaats_mee,"i'm not gonna be doing all that , too bad so sad -.-",angry
308645990259376128,"('south holland, lincolnshire', 'united kingdom')","donington, lincolnshire.","[52.91453802, -0.21005795]",london,,kimboof,@zaknewson lmao! you used to get so mardy! it actually made my nights round yours lol!,happy
308645990536200192,"('aberdeen city, aberdeen city', 'united kingdom')","aberdeen, scotland","[57.17976786, -2.13128876]",edinburgh,,steven_gooner_8,"@attwood10 i'm curious as to what it could be, quite alot of talk over it, and apparently it's not about this supposed take over bid!",sad
308645990427136001,"('minneapolis, mn', 'united states')",,,central time (us & canada),,rachel_larsen,"if you have any opinion on me/my life today and feel like sharing it about, think again unless you want me to go psycho.",sad
308645990750113792,"('portland, or', 'united states')","portland, or","[45.5324516, -122.5769909]",pacific time (us & canada),"['muchapel', 'logic']",jacfalcon,"apparently, group prayer is some kinda weird spiritual make-out orgy. #muchapel #logic",sad
308645990120951808,"('turkey', 'turkey')",,,hawaii,,dryandpkw,"@woonggnoow u have very talented fans at drawing ur pics but i'm lack of that skill:( but i found another pkw, look:) http://t.co/nrcjle5hmh",calm
308645990859173888,"('weston, fl', 'united states')","weston, florida",,eastern time (us & canada),['blawyer'],flestateplan,@tarzanaalec  you have been followed please follow back at http://t.co/ielnyojntr and http://t.co/cinxvpwiyb thanks very much! #blawyer,calm
308645992952107008,"('zion, il', 'united states')",zion ,"[42.45188105, -87.86723092]",hawaii,,elviaaxoxo_,lol when my boyfriend twatches me &gt;&gt;&gt;,happy
308645993379942400,"('fargo, nd', 'united states')",north dakota,"[46.8901703, -96.80275142]",central time (us & canada),,justkateblack,blizzards are strictly a monday thing in north dakota,sad
308645994113945602,"('fraser, mi', 'united states')",,"[42.54964991, -82.94738714]",hawaii,,xobritt17,@tayllorrmariee yeah why what's up,calm
308645994382381056,"('illinois, us', 'united states')",,"[39.82162921, -89.60492023]",mountain time (us & canada),,cupkaait,spending the day with my grandma because i hate everyone else.,sad
308645994302689281,"('hereford, pa', 'united states')",my boyfriends pants,"[40.45506026, -75.61172941]",none,,chloextaylorr,@j_erb4 caleb dropped out of that school.,sad
308645994936008704,"('carmarthenshire, carmarthenshire', 'united kingdom')",above the clouds,"[51.79806301, -3.99533451]",hawaii,,josephevzzthfc,@aledjames yeah not for definite yet though,happy
308645995015725058,"('oldham, oldham', 'united kingdom')",,"[53.5056228, -2.1699455]",casablanca,,marklloyd197560,@mcfc go for it city,calm
308645995141550080,"('st. helens, st. helens', 'united kingdom')",st helens,"[53.45509363, -2.75568183]",amsterdam,,lukeschofield90,@hpriceyxxx happy birthday :) sorry its a bit late :p,sad
308645994759864320,"('georgia, us', 'united states')",,"[34.01270653, -84.56425667]",central time (us & canada),,r0xybby,@sos1principessa yay!!! u got the job????,happy
